start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774313536,1774313716,normal,all,7f1c9825,5ac094b0,6108
1774313716,1774313816,crash_loop,k3s-wk1,7f1c9825,5ac094b0,6108
1774313817,1774313877,transition,all,7f1c9825,5ac094b0,6108
1774313877,1774313997,normal,all,7f1c9825,5ac094b0,6108
1774313997,1774314128,security_suspicious_network,sw-wk3,7f1c9825,5ac094b0,6108
1774314128,1774314189,transition,all,7f1c9825,5ac094b0,6108
1774314189,1774314309,normal,all,7f1c9825,5ac094b0,6108
1774314309,1774314415,memory_leak,k3s-wk1,7f1c9825,5ac094b0,6108
1774314417,1774314477,transition,all,7f1c9825,5ac094b0,6108
1774314477,1774314597,normal,all,7f1c9825,5ac094b0,6108
1774314597,1774314724,network_chaos,k3s-wk1,7f1c9825,5ac094b0,6108
1774314725,1774314785,transition,all,7f1c9825,5ac094b0,6108
1774314785,1774314905,normal,all,7f1c9825,5ac094b0,6108
1774314905,1774315042,security_high_process,sw-wk3,7f1c9825,5ac094b0,6108
1774315042,1774315103,transition,all,7f1c9825,5ac094b0,6108
1774315103,1774315223,normal,all,7f1c9825,5ac094b0,6108
1774315223,1774315339,security_tmp_exec,sw-wk3,7f1c9825,5ac094b0,6108
1774315340,1774315400,transition,all,7f1c9825,5ac094b0,6108
1774315400,1774315520,normal,all,7f1c9825,5ac094b0,6108
1774315520,1774315634,edge_network_flap,sw-wk3,7f1c9825,5ac094b0,6108
1774315634,1774315694,transition,all,7f1c9825,5ac094b0,6108
1774315694,1774315815,normal,all,7f1c9825,5ac094b0,6108
1774315815,1774315939,cpu_stress,sw-wk3,7f1c9825,5ac094b0,6108
1774315940,1774316000,transition,all,7f1c9825,5ac094b0,6108
1774316000,1774316120,normal,all,7f1c9825,5ac094b0,6108
