start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774265724,1774265904,normal,all,3c178a18,5ad25625,4349
1774265904,1774266027,security_tmp_exec,sw-wk2,3c178a18,5ad25625,4349
1774266028,1774266088,transition,all,3c178a18,5ad25625,4349
1774266088,1774266208,normal,all,3c178a18,5ad25625,4349
1774266208,1774266345,security_suspicious_network,k3s-wk1,3c178a18,5ad25625,4349
1774266345,1774266405,transition,all,3c178a18,5ad25625,4349
1774266405,1774266525,normal,all,3c178a18,5ad25625,4349
1774266525,1774266645,memory_leak,sw-wk2,3c178a18,5ad25625,4349
1774266646,1774266706,transition,all,3c178a18,5ad25625,4349
1774266706,1774266826,normal,all,3c178a18,5ad25625,4349
1774266826,1774266947,security_high_process,sw-wk3,3c178a18,5ad25625,4349
1774266948,1774267008,transition,all,3c178a18,5ad25625,4349
1774267008,1774267128,normal,all,3c178a18,5ad25625,4349
1774267128,1774267251,network_chaos,sw-wk2,3c178a18,5ad25625,4349
1774267251,1774267311,transition,all,3c178a18,5ad25625,4349
1774267311,1774267431,normal,all,3c178a18,5ad25625,4349
1774267431,1774267564,cpu_stress,k3s-wk1,3c178a18,5ad25625,4349
1774267566,1774267626,transition,all,3c178a18,5ad25625,4349
1774267626,1774267746,normal,all,3c178a18,5ad25625,4349
1774267746,1774267865,crash_loop,sw-wk3,3c178a18,5ad25625,4349
1774267865,1774267925,transition,all,3c178a18,5ad25625,4349
1774267925,1774268045,normal,all,3c178a18,5ad25625,4349
1774268045,1774268183,edge_network_flap,k3s-wk1,3c178a18,5ad25625,4349
1774268184,1774268244,transition,all,3c178a18,5ad25625,4349
1774268244,1774268364,normal,all,3c178a18,5ad25625,4349
