start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1776130591,1776130771,normal,all,b6bcd83b,e64c6d2b,1156
1776130771,1776130895,security_tmp_exec,sw-wk3,b6bcd83b,e64c6d2b,1156
1776130896,1776130896,transition,all,b6bcd83b,e64c6d2b,1156
1776130896,1776131016,normal,all,b6bcd83b,e64c6d2b,1156
1776131016,1776131151,cpu_stress,sw-wk3,b6bcd83b,e64c6d2b,1156
1776131152,1776131152,transition,all,b6bcd83b,e64c6d2b,1156
1776131152,1776131272,normal,all,b6bcd83b,e64c6d2b,1156
1776131272,1776131383,security_suspicious_network,sw-wk3,b6bcd83b,e64c6d2b,1156
1776131383,1776131384,transition,all,b6bcd83b,e64c6d2b,1156
1776131384,1776131504,normal,all,b6bcd83b,e64c6d2b,1156
1776131504,1776131640,edge_network_flap,sw-wk3,b6bcd83b,e64c6d2b,1156
1776131640,1776131641,transition,all,b6bcd83b,e64c6d2b,1156
1776131641,1776131761,normal,all,b6bcd83b,e64c6d2b,1156
1776131761,1776131872,security_high_process,sw-wk3,b6bcd83b,e64c6d2b,1156
1776131873,1776131873,transition,all,b6bcd83b,e64c6d2b,1156
1776131873,1776131993,normal,all,b6bcd83b,e64c6d2b,1156
1776131993,1776132098,network_chaos,sw-wk2,b6bcd83b,e64c6d2b,1156
1776132099,1776132099,transition,all,b6bcd83b,e64c6d2b,1156
1776132099,1776132219,normal,all,b6bcd83b,e64c6d2b,1156
1776132219,1776132350,crash_loop,sw-wk3,b6bcd83b,e64c6d2b,1156
1776132350,1776132351,transition,all,b6bcd83b,e64c6d2b,1156
1776132351,1776132471,normal,all,b6bcd83b,e64c6d2b,1156
1776132471,1776132589,memory_leak,sw-wk3,b6bcd83b,e64c6d2b,1156
1776132589,1776132590,transition,all,b6bcd83b,e64c6d2b,1156
1776132590,1776132710,normal,all,b6bcd83b,e64c6d2b,1156
