start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774263028,1774263208,normal,all,3ab977ee,ad7da802,8624
1774263208,1774263312,edge_network_flap,sw-wk2,3ab977ee,ad7da802,8624
1774263312,1774263372,transition,all,3ab977ee,ad7da802,8624
1774263372,1774263493,normal,all,3ab977ee,ad7da802,8624
1774263493,1774263632,crash_loop,k3s-wk1,3ab977ee,ad7da802,8624
1774263633,1774263693,transition,all,3ab977ee,ad7da802,8624
1774263693,1774263813,normal,all,3ab977ee,ad7da802,8624
1774263813,1774263940,network_chaos,sw-wk3,3ab977ee,ad7da802,8624
1774263940,1774264000,transition,all,3ab977ee,ad7da802,8624
1774264000,1774264120,normal,all,3ab977ee,ad7da802,8624
1774264120,1774264261,memory_leak,sw-wk3,3ab977ee,ad7da802,8624
1774264261,1774264321,transition,all,3ab977ee,ad7da802,8624
1774264321,1774264442,normal,all,3ab977ee,ad7da802,8624
1774264442,1774264563,security_high_process,sw-wk3,3ab977ee,ad7da802,8624
1774264564,1774264624,transition,all,3ab977ee,ad7da802,8624
1774264624,1774264744,normal,all,3ab977ee,ad7da802,8624
1774264744,1774264866,security_tmp_exec,k3s-wk1,3ab977ee,ad7da802,8624
1774264866,1774264926,transition,all,3ab977ee,ad7da802,8624
1774264926,1774265046,normal,all,3ab977ee,ad7da802,8624
1774265046,1774265161,security_suspicious_network,sw-wk3,3ab977ee,ad7da802,8624
1774265161,1774265221,transition,all,3ab977ee,ad7da802,8624
1774265221,1774265341,normal,all,3ab977ee,ad7da802,8624
1774265341,1774265478,cpu_stress,sw-wk3,3ab977ee,ad7da802,8624
1774265479,1774265539,transition,all,3ab977ee,ad7da802,8624
1774265539,1774265659,normal,all,3ab977ee,ad7da802,8624
