start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774221071,1774221251,normal,all,71b71e9d,f29a53f8,1353
1774221251,1774221356,cpu_stress,sw-wk2,71b71e9d,f29a53f8,1353
1774221356,1774221416,transition,all,71b71e9d,f29a53f8,1353
1774221416,1774221536,normal,all,71b71e9d,f29a53f8,1353
1774221536,1774221656,network_chaos,sw-wk3,71b71e9d,f29a53f8,1353
1774221656,1774221717,transition,all,71b71e9d,f29a53f8,1353
1774221717,1774221837,normal,all,71b71e9d,f29a53f8,1353
1774221837,1774221977,security_high_process,k3s-wk1,71b71e9d,f29a53f8,1353
1774221978,1774222038,transition,all,71b71e9d,f29a53f8,1353
1774222038,1774222158,normal,all,71b71e9d,f29a53f8,1353
1774222158,1774222292,memory_leak,k3s-wk1,71b71e9d,f29a53f8,1353
1774222293,1774222353,transition,all,71b71e9d,f29a53f8,1353
1774222353,1774222473,normal,all,71b71e9d,f29a53f8,1353
1774222473,1774222589,security_suspicious_network,sw-wk3,71b71e9d,f29a53f8,1353
1774222590,1774222650,transition,all,71b71e9d,f29a53f8,1353
1774222650,1774222770,normal,all,71b71e9d,f29a53f8,1353
1774222770,1774222898,security_tmp_exec,k3s-wk1,71b71e9d,f29a53f8,1353
1774222898,1774222958,transition,all,71b71e9d,f29a53f8,1353
1774222958,1774223078,normal,all,71b71e9d,f29a53f8,1353
1774223078,1774223190,edge_network_flap,sw-wk2,71b71e9d,f29a53f8,1353
1774223191,1774223251,transition,all,71b71e9d,f29a53f8,1353
1774223251,1774223371,normal,all,71b71e9d,f29a53f8,1353
1774223371,1774223504,crash_loop,k3s-wk1,71b71e9d,f29a53f8,1353
1774223504,1774223564,transition,all,71b71e9d,f29a53f8,1353
1774223564,1774223684,normal,all,71b71e9d,f29a53f8,1353
