start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774310903,1774311083,normal,all,07ce64e9,8045fb51,3644
1774311083,1774311221,security_high_process,sw-wk3,07ce64e9,8045fb51,3644
1774311221,1774311282,transition,all,07ce64e9,8045fb51,3644
1774311282,1774311402,normal,all,07ce64e9,8045fb51,3644
1774311402,1774311522,cpu_stress,k3s-wk1,07ce64e9,8045fb51,3644
1774311523,1774311583,transition,all,07ce64e9,8045fb51,3644
1774311583,1774311703,normal,all,07ce64e9,8045fb51,3644
1774311703,1774311820,network_chaos,sw-wk3,07ce64e9,8045fb51,3644
1774311820,1774311880,transition,all,07ce64e9,8045fb51,3644
1774311880,1774312000,normal,all,07ce64e9,8045fb51,3644
1774312000,1774312116,crash_loop,sw-wk3,07ce64e9,8045fb51,3644
1774312117,1774312177,transition,all,07ce64e9,8045fb51,3644
1774312177,1774312297,normal,all,07ce64e9,8045fb51,3644
1774312297,1774312403,security_suspicious_network,sw-wk2,07ce64e9,8045fb51,3644
1774312403,1774312463,transition,all,07ce64e9,8045fb51,3644
1774312463,1774312583,normal,all,07ce64e9,8045fb51,3644
1774312583,1774312686,edge_network_flap,sw-wk2,07ce64e9,8045fb51,3644
1774312686,1774312747,transition,all,07ce64e9,8045fb51,3644
1774312747,1774312867,normal,all,07ce64e9,8045fb51,3644
1774312867,1774312982,memory_leak,k3s-wk1,07ce64e9,8045fb51,3644
1774312983,1774313043,transition,all,07ce64e9,8045fb51,3644
1774313043,1774313163,normal,all,07ce64e9,8045fb51,3644
1774313163,1774313289,security_tmp_exec,sw-wk2,07ce64e9,8045fb51,3644
1774313290,1774313350,transition,all,07ce64e9,8045fb51,3644
1774313350,1774313470,normal,all,07ce64e9,8045fb51,3644
