start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1774268429,1774268609,normal,all,453c32e8,92767893,9344
1774268609,1774268717,cpu_stress,sw-wk2,453c32e8,92767893,9344
1774268717,1774268777,transition,all,453c32e8,92767893,9344
1774268777,1774268897,normal,all,453c32e8,92767893,9344
1774268897,1774269019,network_chaos,k3s-wk1,453c32e8,92767893,9344
1774269019,1774269080,transition,all,453c32e8,92767893,9344
1774269080,1774269200,normal,all,453c32e8,92767893,9344
1774269200,1774269337,security_high_process,sw-wk2,453c32e8,92767893,9344
1774269338,1774269398,transition,all,453c32e8,92767893,9344
1774269398,1774269518,normal,all,453c32e8,92767893,9344
1774269518,1774269630,security_tmp_exec,sw-wk3,453c32e8,92767893,9344
1774269630,1774269690,transition,all,453c32e8,92767893,9344
1774269690,1774269810,normal,all,453c32e8,92767893,9344
1774269810,1774269929,crash_loop,sw-wk2,453c32e8,92767893,9344
1774269930,1774269990,transition,all,453c32e8,92767893,9344
1774269990,1774270110,normal,all,453c32e8,92767893,9344
1774270110,1774270212,edge_network_flap,sw-wk3,453c32e8,92767893,9344
1774270212,1774270272,transition,all,453c32e8,92767893,9344
1774270272,1774270392,normal,all,453c32e8,92767893,9344
1774270392,1774270509,memory_leak,sw-wk2,453c32e8,92767893,9344
1774270509,1774270570,transition,all,453c32e8,92767893,9344
1774270570,1774270690,normal,all,453c32e8,92767893,9344
1774270690,1774270813,security_suspicious_network,sw-wk3,453c32e8,92767893,9344
1774270813,1774270873,transition,all,453c32e8,92767893,9344
1774270873,1774270993,normal,all,453c32e8,92767893,9344
