start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1776399200,1776399380,normal,all,3b14a3ba,0a1ecff2,177
1776399380,1776399483,cpu_stress,sw-wk3,3b14a3ba,0a1ecff2,177
1776399483,1776399483,transition,all,3b14a3ba,0a1ecff2,177
1776399483,1776399604,normal,all,3b14a3ba,0a1ecff2,177
1776399604,1776399731,security_tmp_exec,sw-wk3,3b14a3ba,0a1ecff2,177
1776399732,1776399732,transition,all,3b14a3ba,0a1ecff2,177
1776399732,1776399852,normal,all,3b14a3ba,0a1ecff2,177
1776399852,1776399991,network_chaos,sw-wk2,3b14a3ba,0a1ecff2,177
1776399991,1776399992,transition,all,3b14a3ba,0a1ecff2,177
1776399992,1776400112,normal,all,3b14a3ba,0a1ecff2,177
1776400112,1776400232,memory_leak,sw-wk3,3b14a3ba,0a1ecff2,177
1776400232,1776400233,transition,all,3b14a3ba,0a1ecff2,177
1776400233,1776400353,normal,all,3b14a3ba,0a1ecff2,177
1776400353,1776400471,edge_network_flap,sw-wk2,3b14a3ba,0a1ecff2,177
1776400471,1776400472,transition,all,3b14a3ba,0a1ecff2,177
1776400472,1776400592,normal,all,3b14a3ba,0a1ecff2,177
1776400592,1776400697,security_high_process,sw-wk3,3b14a3ba,0a1ecff2,177
1776400698,1776400698,transition,all,3b14a3ba,0a1ecff2,177
1776400698,1776400819,normal,all,3b14a3ba,0a1ecff2,177
1776400819,1776400926,security_suspicious_network,sw-wk2,3b14a3ba,0a1ecff2,177
1776400927,1776400927,transition,all,3b14a3ba,0a1ecff2,177
1776400927,1776401047,normal,all,3b14a3ba,0a1ecff2,177
1776401047,1776401154,crash_loop,sw-wk3,3b14a3ba,0a1ecff2,177
1776401154,1776401155,transition,all,3b14a3ba,0a1ecff2,177
1776401155,1776401275,normal,all,3b14a3ba,0a1ecff2,177
