start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1776405639,1776405819,normal,all,f6da3ecb,47b867e1,9760
1776405819,1776405939,security_tmp_exec,sw-wk2,f6da3ecb,47b867e1,9760
1776405939,1776405940,transition,all,f6da3ecb,47b867e1,9760
1776405940,1776406060,normal,all,f6da3ecb,47b867e1,9760
1776406060,1776406193,security_high_process,sw-wk3,f6da3ecb,47b867e1,9760
1776406193,1776406194,transition,all,f6da3ecb,47b867e1,9760
1776406194,1776406314,normal,all,f6da3ecb,47b867e1,9760
1776406314,1776406428,security_suspicious_network,sw-wk2,f6da3ecb,47b867e1,9760
1776406429,1776406429,transition,all,f6da3ecb,47b867e1,9760
1776406429,1776406550,normal,all,f6da3ecb,47b867e1,9760
1776406550,1776406678,network_chaos,sw-wk3,f6da3ecb,47b867e1,9760
1776406679,1776406679,transition,all,f6da3ecb,47b867e1,9760
1776406679,1776406799,normal,all,f6da3ecb,47b867e1,9760
1776406799,1776406927,cpu_stress,sw-wk3,f6da3ecb,47b867e1,9760
1776406928,1776406928,transition,all,f6da3ecb,47b867e1,9760
1776406928,1776407048,normal,all,f6da3ecb,47b867e1,9760
1776407048,1776407182,crash_loop,sw-wk3,f6da3ecb,47b867e1,9760
1776407182,1776407183,transition,all,f6da3ecb,47b867e1,9760
1776407183,1776407303,normal,all,f6da3ecb,47b867e1,9760
1776407303,1776407411,edge_network_flap,sw-wk2,f6da3ecb,47b867e1,9760
1776407412,1776407413,transition,all,f6da3ecb,47b867e1,9760
1776407413,1776407533,normal,all,f6da3ecb,47b867e1,9760
1776407533,1776407669,memory_leak,sw-wk3,f6da3ecb,47b867e1,9760
1776407669,1776407669,transition,all,f6da3ecb,47b867e1,9760
1776407669,1776407790,normal,all,f6da3ecb,47b867e1,9760
