start_time,end_time,label,target_node,run_id,fault_order_hash,intensity_seed
1776110925,1776111105,normal,all,3b181abe,5882535a,5444
1776111105,1776111208,crash_loop,sw-wk3,3b181abe,5882535a,5444
1776111208,1776111209,transition,all,3b181abe,5882535a,5444
1776111209,1776111329,normal,all,3b181abe,5882535a,5444
1776111329,1776111434,network_chaos,sw-wk3,3b181abe,5882535a,5444
1776111435,1776111435,transition,all,3b181abe,5882535a,5444
1776111435,1776111555,normal,all,3b181abe,5882535a,5444
1776111555,1776111664,security_suspicious_network,sw-wk2,3b181abe,5882535a,5444
1776111665,1776111665,transition,all,3b181abe,5882535a,5444
1776111665,1776111785,normal,all,3b181abe,5882535a,5444
1776111785,1776111895,security_tmp_exec,sw-wk2,3b181abe,5882535a,5444
1776111895,1776111896,transition,all,3b181abe,5882535a,5444
1776111896,1776112016,normal,all,3b181abe,5882535a,5444
1776112016,1776112141,memory_leak,sw-wk3,3b181abe,5882535a,5444
1776112142,1776112142,transition,all,3b181abe,5882535a,5444
1776112142,1776112263,normal,all,3b181abe,5882535a,5444
1776112263,1776112380,edge_network_flap,sw-wk3,3b181abe,5882535a,5444
1776112381,1776112381,transition,all,3b181abe,5882535a,5444
1776112381,1776112501,normal,all,3b181abe,5882535a,5444
1776112501,1776112627,security_high_process,sw-wk3,3b181abe,5882535a,5444
1776112628,1776112628,transition,all,3b181abe,5882535a,5444
1776112628,1776112748,normal,all,3b181abe,5882535a,5444
1776112748,1776112854,cpu_stress,sw-wk3,3b181abe,5882535a,5444
1776112854,1776112855,transition,all,3b181abe,5882535a,5444
1776112855,1776112975,normal,all,3b181abe,5882535a,5444
